customerID,Dependents,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,gender,InternetService,Contract,PaymentMethod,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
3174-AKMAS,No,No,No,Yes,No,Yes,Yes,No,Yes,Female,DSL,Two year,Credit card (automatic),0,46,64.2,3009.5,No
3138-BKYAV,No,No,No,Yes,No,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,6,85.35,489.45,Yes
9926-PJHDQ,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Female,DSL,Two year,Bank transfer (automatic),0,72,76.8,5468.45,No
7382-DFJTU,No,No,No,No,Yes,Yes,No,No,No,Male,DSL,Month-to-month,Credit card (automatic),0,18,55.2,1058.1,No
2798-NYLMZ,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Credit card (automatic),0,71,108.55,7616.0,No
4289-DTDKW,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,40,101.3,4113.1,Yes
1820-TQVEV,No,No,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,1,69.55,69.55,Yes
2239-JALAW,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,One year,Bank transfer (automatic),0,58,103.25,6017.65,Yes
4853-RULSV,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Credit card (automatic),0,70,104.0,7250.15,Yes
8098-TDCBU,No,Yes,No,No,No,No,No,No,No,Female,No,Two year,Electronic check,0,42,25.25,1108.2,No
3551-GAEGL,Yes,No,Yes,No,No,No,No,No,No,Male,DSL,One year,Bank transfer (automatic),0,34,30.4,938.65,No
4785-NKHCX,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Bank transfer (automatic),1,5,20.05,94.15,No
3196-NVXLZ,No,Yes,No,No,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Mailed check,0,25,84.6,2088.05,No
6275-YDUVO,No,No,No,No,Yes,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Mailed check,0,2,86.2,178.7,Yes
0036-IHMOT,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Bank transfer (automatic),0,55,103.7,5656.75,No
0115-TFERT,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,21,111.2,2317.1,Yes
4178-EGMON,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Male,Fiber optic,Two year,Credit card (automatic),0,70,88.0,5986.45,No
4220-TINQT,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,61,106.35,6751.35,No
5318-YKDPV,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Credit card (automatic),0,43,79.15,3566.6,No
7975-TZMLR,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,One year,Electronic check,0,47,103.1,4889.3,No
0295-QVKPB,No,No,No,No,Yes,Yes,Yes,No,Yes,Male,DSL,Month-to-month,Credit card (automatic),0,5,63.95,318.1,No
4335-BSMJS,No,Yes,No,No,No,No,No,No,Yes,Female,No,Two year,Credit card (automatic),0,62,25.8,1563.95,No
2311-QYMUQ,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),0,16,89.45,1430.25,Yes
3643-AHCFP,No,Yes,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Bank transfer (automatic),1,7,95.6,644.35,Yes
9146-JRIOX,Yes,Yes,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,14,25.55,372.45,No
3104-OWCGK,Yes,No,No,Yes,Yes,No,Yes,No,No,Male,Fiber optic,One year,Electronic check,0,60,90.95,5453.4,Yes
5337-IIWKZ,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Male,DSL,Month-to-month,Electronic check,0,34,44.85,1442.6,No
9101-BWFSS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Female,Fiber optic,One year,Electronic check,0,50,108.55,5610.7,Yes
9650-VBUOG,Yes,Yes,No,No,No,No,No,No,No,Male,No,Two year,Credit card (automatic),0,38,25.05,963.95,No
3487-EARAT,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Female,DSL,One year,Credit card (automatic),0,70,74.1,5222.3,No
2672-TGEFF,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,37,88.8,3340.55,No
9231-ZJYAM,No,No,No,No,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,4,78.85,292.8,Yes
4250-WAROZ,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,60,93.25,5774.55,No
8184-WMOFI,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Male,DSL,One year,Credit card (automatic),0,62,71.4,4487.3,No
6982-SSHFK,No,No,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Mailed check,0,1,44.4,44.4,Yes
6092-QZVPP,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Male,DSL,Month-to-month,Credit card (automatic),0,36,79.2,2854.95,No
4625-LAMOB,No,No,No,No,No,No,No,No,No,Male,No,Two year,Credit card (automatic),0,44,20.4,905.55,No
0727-BMPLR,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Female,Fiber optic,One year,Electronic check,1,55,100.0,5509.3,Yes
0392-BZIUW,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Female,Fiber optic,Two year,Credit card (automatic),0,72,105.0,7589.8,No
1038-ZAGBI,Yes,No,No,No,No,No,No,No,No,Female,No,One year,Bank transfer (automatic),0,12,19.8,229.6,Yes
6549-NNDYT,No,No,Yes,No,No,No,No,No,Yes,Female,DSL,Month-to-month,Bank transfer (automatic),0,13,30.85,394.1,No
3027-ZTDHO,No,No,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,1,89.9,89.9,Yes
0422-OHQHQ,Yes,No,No,No,No,No,No,No,No,Female,No,One year,Mailed check,0,15,20.55,295.95,No
6916-HIJSE,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,DSL,Two year,Bank transfer (automatic),0,65,84.85,5459.2,No
2316-ESMLS,Yes,No,Yes,No,No,Yes,No,No,No,Female,DSL,One year,Credit card (automatic),0,12,33.15,444.75,No
9778-OGKQZ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Credit card (automatic),0,72,92.0,6782.15,No
7408-OFWXJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Credit card (automatic),0,72,89.8,6510.45,No
6007-TCTST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Bank transfer (automatic),0,72,115.8,8476.5,No
2252-NKNSI,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Male,DSL,Two year,Mailed check,0,52,85.15,4461.85,No
8713-IGZSO,No,Yes,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,2,24.85,62.0,No
7905-TVXTA,No,No,Yes,No,No,Yes,Yes,No,Yes,Female,DSL,Month-to-month,Electronic check,0,5,64.35,352.65,No
7695-PKLCZ,No,No,No,No,No,No,No,No,No,Female,No,Two year,Credit card (automatic),0,68,20.5,1424.9,No
2382-BCKQJ,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Female,Fiber optic,One year,Electronic check,0,62,100.15,6413.65,Yes
8374-UULRV,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Male,DSL,Two year,Credit card (automatic),0,72,86.05,6309.65,No
2207-NHRJK,No,No,No,Yes,No,No,No,No,No,Male,DSL,Month-to-month,Electronic check,0,1,50.8,50.8,Yes
3224-DFQNQ,No,Yes,Yes,Yes,No,Yes,No,No,No,Female,Fiber optic,One year,Electronic check,0,66,89.0,5898.6,No
5275-PMFUT,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Credit card (automatic),0,72,64.8,4719.75,No
4795-UXVCJ,No,No,No,No,No,No,No,No,No,Male,No,One year,Credit card (automatic),0,26,19.8,457.3,No
9777-IQHWP,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Male,Fiber optic,Two year,Bank transfer (automatic),0,64,93.4,5822.3,No
0947-MUGVO,No,No,No,Yes,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,20,73.65,1463.5,Yes
9944-HKVVB,No,No,No,Yes,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,3,95.1,307.4,Yes
4124-MMETB,No,Yes,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,22,94.65,2104.55,Yes
3671-SHRSP,No,No,No,No,Yes,Yes,No,No,Yes,Male,Fiber optic,Month-to-month,Mailed check,0,4,80.6,319.15,Yes
0979-MOZQI,No,No,No,No,No,Yes,Yes,No,Yes,Male,DSL,Two year,Bank transfer (automatic),0,62,39.0,2337.45,No
2732-ISEZX,No,No,No,No,No,No,No,No,Yes,Female,No,Month-to-month,Mailed check,0,5,20.5,104.3,No
3313-QKNKB,No,Yes,No,No,No,No,No,Yes,No,Male,Fiber optic,One year,Electronic check,0,59,85.55,5084.65,Yes
0323-XWWTN,Yes,Yes,No,No,No,No,No,No,Yes,Male,No,Two year,Mailed check,0,3,26.4,121.25,No
1937-OTUKY,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Female,Fiber optic,Two year,Bank transfer (automatic),0,72,98.2,7015.9,No
1573-LGXBA,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,One year,Credit card (automatic),0,57,97.55,5598.0,No
1764-VUUMT,Yes,No,No,No,No,No,No,No,No,Male,No,Two year,Credit card (automatic),0,66,19.95,1269.1,No
5073-WXOYN,No,No,No,Yes,No,No,Yes,Yes,Yes,Female,DSL,Month-to-month,Electronic check,0,60,50.8,3027.4,Yes
4713-ZBURT,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Male,Fiber optic,Two year,Bank transfer (automatic),0,45,99.7,4634.35,No
3050-GBUSH,No,No,No,No,No,No,Yes,No,Yes,Female,DSL,Month-to-month,Credit card (automatic),0,3,34.8,113.95,No
0207-MDKNV,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Female,Fiber optic,Month-to-month,Electronic check,0,15,105.1,1582.75,Yes
7876-AEHIG,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Female,DSL,One year,Bank transfer (automatic),0,51,60.15,3077.0,No
7945-HLKEA,No,Yes,Yes,No,Yes,Yes,No,No,No,Female,DSL,One year,Electronic check,0,60,64.75,4039.5,No
9342-VNIMQ,No,Yes,No,Yes,No,No,No,No,Yes,Male,DSL,Month-to-month,Bank transfer (automatic),0,33,54.65,1665.2,No
9851-KIELU,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,10,110.1,1043.3,Yes
3523-BRGUW,No,No,No,No,No,No,No,No,No,Male,No,One year,Credit card (automatic),1,26,19.3,504.2,No
3908-BLSYF,No,No,No,No,Yes,No,No,Yes,No,Female,Fiber optic,Month-to-month,Electronic check,0,6,83.9,497.55,Yes
3199-NPKCN,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Electronic check,0,67,111.25,7511.65,No
5170-PTRKA,Yes,No,Yes,No,No,Yes,No,No,Yes,Female,DSL,One year,Credit card (automatic),0,49,35.8,1782.0,No
4661-NJEUX,No,No,No,No,No,No,No,No,Yes,Male,No,Month-to-month,Mailed check,0,1,20.05,20.05,No
2123-AGEEN,No,No,No,No,Yes,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,7,84.35,609.65,No
1258-YMZNM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,One year,Bank transfer (automatic),1,27,110.5,2857.6,No
0048-LUMLS,Yes,No,No,No,No,No,Yes,Yes,No,Male,Fiber optic,One year,Credit card (automatic),0,37,91.2,3247.55,No
7549-MYGPK,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,63,100.55,6215.35,Yes
5898-IGSLP,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Male,Fiber optic,Month-to-month,Electronic check,0,31,89.3,2823.0,No
3804-RVTGV,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Bank transfer (automatic),0,50,103.85,5017.9,Yes
6259-WJQLC,No,Yes,No,No,Yes,No,No,No,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),1,32,81.1,2619.25,No
9227-LUNBG,No,No,No,No,No,No,No,No,No,Female,DSL,Month-to-month,Electronic check,0,1,24.6,24.6,Yes
7997-EASSD,No,Yes,No,No,No,Yes,No,No,Yes,Female,Fiber optic,One year,Credit card (automatic),0,63,81.2,4965.1,No
0730-KOAVE,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,30,94.3,2679.7,No
8975-SKGRX,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Bank transfer (automatic),0,71,116.1,8310.55,No
0678-RLHVP,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Female,Fiber optic,Two year,Electronic check,0,53,105.55,5682.25,No
4315-MURBD,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,12,98.9,1120.95,Yes
2267-FPIMA,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,50,94.4,4914.9,No
1051-GEJLJ,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,2,19.5,27.55,No
9734-YWGEX,No,Yes,No,No,Yes,No,Yes,Yes,No,Female,Fiber optic,Month-to-month,Credit card (automatic),0,9,98.3,923.5,Yes
2719-BDAQO,No,No,Yes,No,No,No,Yes,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,0,17,93.85,1625.65,Yes
5285-MVEHD,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,One year,Credit card (automatic),0,56,105.6,6068.65,No
0379-DJQHR,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Male,DSL,Two year,Credit card (automatic),0,67,81.35,5398.6,No
0781-LKXBR,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,9,100.5,918.6,Yes
5543-QDCRY,No,No,No,No,No,No,Yes,No,Yes,Male,DSL,Month-to-month,Electronic check,0,4,56.4,234.85,No
0297-RBCSG,No,No,No,Yes,No,Yes,No,Yes,Yes,Male,DSL,One year,Bank transfer (automatic),0,19,65.35,1231.85,No
4694-PHWFW,Yes,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,8,19.95,170.9,No
0835-JKADZ,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Electronic check,0,71,111.25,7984.15,No
1907-UBQFC,No,No,No,Yes,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,10,72.85,688.65,Yes
7508-SMHXL,No,Yes,No,Yes,No,No,Yes,No,No,Female,Fiber optic,Month-to-month,Credit card (automatic),1,15,89.0,1288.3,No
3865-YIOTT,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,One year,Bank transfer (automatic),0,72,106.1,7848.5,No
5993-BQHEA,No,No,No,No,No,No,No,No,No,Male,No,One year,Credit card (automatic),0,12,20.05,267.0,No
6024-RUGGH,Yes,Yes,No,No,No,No,No,No,Yes,Male,No,Two year,Bank transfer (automatic),0,72,25.2,1798.9,No
6513-EECDB,No,Yes,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,1,73.55,73.55,Yes
3956-CJUST,No,No,Yes,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),1,23,75.4,1643.55,No
4079-WWQQQ,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Bank transfer (automatic),0,72,65.55,4807.45,No
6103-BOCOU,No,Yes,No,No,Yes,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,26,80.7,2193.0,No
5149-TGWDZ,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Mailed check,0,21,104.55,2239.4,No
7471-WNSUF,No,Yes,No,No,No,No,No,No,No,Male,No,One year,Bank transfer (automatic),0,60,24.15,1505.9,No
8942-DBMHZ,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,12,20.45,255.35,No
4301-VVZKA,No,Yes,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,16,75.4,1189.4,No
9199-PWQVC,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Female,DSL,One year,Credit card (automatic),0,63,79.7,4786.15,No
4824-GUCBY,No,No,Yes,Yes,No,No,No,No,No,Female,Fiber optic,Month-to-month,Electronic check,1,22,81.7,1820.9,No
5393-HJZSM,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Female,DSL,Month-to-month,Bank transfer (automatic),0,32,76.3,2404.15,No
7074-IEVOJ,No,Yes,No,Yes,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,3,79.4,205.05,Yes
9625-QSTYE,No,No,No,Yes,Yes,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,13,81.15,952.3,Yes
0862-PRCBS,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Credit card (automatic),0,68,103.75,7039.45,No
8812-ZRHFP,Yes,No,No,No,Yes,No,No,Yes,No,Female,Fiber optic,One year,Electronic check,0,30,86.45,2538.05,No
5146-CBVOE,No,No,No,Yes,No,No,No,No,No,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,16,75.1,1212.85,No
0454-OKRCT,No,No,No,Yes,No,Yes,No,No,No,Male,Fiber optic,Two year,Bank transfer (automatic),0,33,80.6,2651.1,No
5787-KXGIY,No,No,No,No,No,No,No,No,No,Male,No,Two year,Credit card (automatic),0,72,19.3,1304.8,No
4750-ZRXIU,No,Yes,No,No,No,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,4,84.6,360.1,Yes
4198-VFOEA,No,No,Yes,No,No,Yes,No,No,Yes,Female,DSL,One year,Mailed check,0,12,33.6,435.45,No
6630-UJZMY,No,Yes,No,No,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,4,83.25,308.05,No
6400-BWQKW,No,Yes,Yes,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,6,79.05,434.5,Yes
2692-AQCPF,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Credit card (automatic),0,65,108.05,7118.9,No
0347-UBKUZ,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,15,19.9,320.45,No
0835-DUUIQ,Yes,No,No,No,No,No,No,No,No,Female,No,One year,Bank transfer (automatic),0,24,21.05,531.55,No
0811-GSDTP,Yes,No,No,Yes,No,No,No,No,No,Female,DSL,Month-to-month,Electronic check,0,13,30.15,382.2,No
7567-ECMCM,No,No,No,No,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,24,79.85,2001.0,No
6115-ZTBFQ,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Bank transfer (automatic),0,72,65.5,4919.7,No
6353-BRMMA,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,54,104.1,5645.8,No
6680-WKXRZ,No,Yes,No,No,No,No,No,No,No,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,3,74.4,215.8,Yes
6231-WFGFH,Yes,No,No,No,No,No,No,No,Yes,Male,No,Month-to-month,Mailed check,0,4,20.5,77.6,No
9904-EHEVJ,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Mailed check,1,32,91.35,2896.55,No
7028-DVOIQ,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,35,99.05,3395.8,Yes
6169-PPETC,Yes,No,No,No,No,No,No,No,No,Male,No,Two year,Bank transfer (automatic),0,35,20.5,759.35,No
4208-UFFGW,No,No,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Mailed check,1,2,44.95,85.15,Yes
8584-KMVXD,No,No,No,Yes,No,No,No,No,No,Female,Fiber optic,Month-to-month,Electronic check,0,8,75.6,535.55,No
8467-WYNSR,No,No,Yes,No,No,Yes,No,No,No,Male,DSL,Month-to-month,Mailed check,0,22,55.1,1253.15,No
0851-DFJKB,No,No,Yes,No,Yes,Yes,No,No,No,Female,DSL,Month-to-month,Electronic check,0,15,58.95,955.15,No
5382-SOYZL,No,Yes,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,22,95.1,2162.6,No
9448-REEVD,No,No,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Credit card (automatic),0,1,44.7,44.7,Yes
3261-CQXOL,Yes,Yes,No,No,No,No,No,No,No,Female,No,Two year,Bank transfer (automatic),0,71,25.45,1813.35,No
8388-FYNPZ,No,No,Yes,No,Yes,No,No,No,No,Male,DSL,Month-to-month,Electronic check,0,4,56.75,245.15,No
4002-BQWPQ,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Male,DSL,Month-to-month,Bank transfer (automatic),0,25,81.75,2028.8,No
5651-YLPRD,Yes,No,No,Yes,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,32,86.1,2723.75,No
2826-DXLQO,No,No,Yes,No,No,No,No,No,No,Male,DSL,Month-to-month,Bank transfer (automatic),1,7,29.8,220.45,No
4378-BZYFP,No,No,No,No,No,No,No,No,Yes,Male,No,One year,Mailed check,0,17,20.5,365.8,No
9489-UTFKA,No,No,Yes,No,No,No,Yes,No,No,Male,DSL,Month-to-month,Bank transfer (automatic),1,8,60.9,551.95,No
4849-PYRLQ,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Female,DSL,Two year,Bank transfer (automatic),1,56,73.25,4054.2,No
9117-SHLZX,No,No,No,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Mailed check,0,1,45.7,45.7,Yes
9889-TMAHG,No,No,Yes,No,No,Yes,Yes,Yes,No,Male,Fiber optic,Month-to-month,Credit card (automatic),1,8,100.3,832.35,Yes
4541-RMRLG,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Electronic check,0,7,19.25,112.3,Yes
7764-BDPEE,Yes,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,3,20.85,60.65,No
3429-IFLEM,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Female,DSL,Two year,Credit card (automatic),0,71,77.35,5550.1,No
3158-MOERK,No,Yes,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,2,96.0,174.8,Yes
7294-TMAOP,No,No,No,No,No,No,Yes,Yes,No,Female,Fiber optic,Month-to-month,Electronic check,0,1,90.55,90.55,Yes
5002-GCQFH,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Bank transfer (automatic),0,49,93.85,4733.1,No
0556-FJEGU,No,No,No,Yes,Yes,Yes,Yes,No,No,Male,DSL,Two year,Bank transfer (automatic),0,58,70.1,4048.95,No
8919-FYFQZ,No,No,No,Yes,No,No,No,No,Yes,Male,DSL,Month-to-month,Electronic check,1,44,30.35,1359.7,Yes
0604-THJFP,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Female,DSL,Two year,Credit card (automatic),0,59,75.95,4542.35,No
2834-JRTUA,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Electronic check,0,71,108.05,7532.15,Yes
5875-YPQFJ,No,No,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,1,69.9,69.9,Yes
5879-SESNB,No,Yes,No,No,No,No,No,No,No,Female,Fiber optic,Month-to-month,Electronic check,0,11,75.25,888.65,No
6646-QVXLR,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,One year,Electronic check,1,62,103.75,6383.35,Yes
6461-PPAXN,Yes,No,Yes,No,No,Yes,No,No,Yes,Female,DSL,One year,Bank transfer (automatic),0,35,54.95,1916.0,No
3318-ISQFQ,No,No,No,No,No,No,No,No,Yes,Female,No,Month-to-month,Bank transfer (automatic),0,20,19.5,413.0,No
1106-HRLKZ,Yes,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,40,19.6,808.95,No
2483-XSSMZ,No,No,Yes,No,No,No,No,No,Yes,Female,DSL,One year,Electronic check,0,39,47.85,1886.4,No
8603-IJWDN,No,Yes,No,No,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,1,86.6,86.6,Yes
8165-ZJRNM,Yes,Yes,No,No,No,No,No,No,No,Female,No,Two year,Bank transfer (automatic),0,72,23.75,1679.25,No
9369-XFEHK,No,Yes,No,Yes,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),1,33,80.6,2656.5,Yes
2604-XVDAM,No,No,No,No,No,No,No,No,No,Female,DSL,Month-to-month,Bank transfer (automatic),0,12,43.8,540.95,No
3717-OFRTN,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Bank transfer (automatic),0,1,19.75,19.75,No
9046-JBFWA,Yes,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,27,19.15,537.35,No
3280-NMUVX,Yes,No,No,No,No,No,No,No,No,Male,No,One year,Credit card (automatic),0,34,19.6,678.8,No
1206-EHBDD,No,No,Yes,No,Yes,No,No,No,No,Female,Fiber optic,Two year,Bank transfer (automatic),0,56,80.3,4513.65,No
8361-LBRDI,No,Yes,No,No,No,No,No,No,No,Female,No,Two year,Credit card (automatic),0,58,24.35,1423.85,No
4883-KCPZJ,Yes,Yes,No,No,No,No,No,No,No,Female,No,Two year,Credit card (automatic),0,22,25.25,555.4,No
9108-EQPNQ,Yes,Yes,No,No,No,No,No,No,No,Female,No,Two year,Credit card (automatic),0,10,26.1,225.55,No
7277-KAMWT,No,No,No,No,No,No,No,No,No,Male,No,Two year,Credit card (automatic),0,13,20.0,268.45,No
3842-IYKUE,No,Yes,No,Yes,No,Yes,No,No,No,Female,Fiber optic,Month-to-month,Credit card (automatic),0,35,85.3,2917.5,Yes
6641-XRPSU,No,No,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),0,34,70.0,2416.1,Yes
1374-DMZUI,No,Yes,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,4,94.3,424.45,Yes
2545-LXYVJ,No,No,No,No,No,No,No,No,No,Male,No,Two year,Bank transfer (automatic),0,72,20.7,1492.1,No
3234-VKACU,No,No,No,No,No,Yes,Yes,Yes,No,Male,DSL,Month-to-month,Electronic check,0,2,70.3,132.4,No
